61,45116
61,48574
61,55007
61,57571
61,63075
61,72070
61,88279
61,93348
61,116767
61,181660
61,209324
61,253789
61,303921
710,32433
710,123037
710,123038
710,144262
711,5767
711,28005
711,28224
711,56279
711,72168
711,81953
711,82316
711,143631
880,5028
880,8889
880,11570
880,18246
880,21835
880,27208
880,34975
880,50034
880,63579
880,64530
880,93511
880,101665
880,137837
880,141512
880,147612
880,208222
880,214369
880,214631
880,221434
880,231874
880,275283
880,325487
880,343416
880,368867
885,23903
885,24236
885,36392
885,42463
885,42464
885,67556
885,75790
885,97286
885,97287
885,121855
885,162164
885,162165
885,162166
885,162167
885,162168
885,162169
885,162170
885,179981
885,205543
885,218251
885,230129
885,230130
885,238051
885,257169
885,260627
885,261284
885,263014
885,287583
885,287584
885,287585
885,287586
885,322906
885,326483
885,381980
885,381981
885,381982
976,2873
976,24418
976,30445
976,36855
976,39910
976,46269
976,166378
976,169464
976,238233
976,256915
976,257027
976,299903
1339,3578
1339,26791
1339,29203
1339,36028
1339,43139
1339,57443
1379,124941
1379,205456
1379,223790
1452,20458
1452,67022
1452,67023
1452,67024
1452,71330
1452,71331
1452,74165
1841,23903
1841,24236
1841,24952
1961,5028
1961,11635
1961,22449
1961,28224
1961,28226
1961,33317
1961,39310
1961,39377
1961,44064
1961,51768
1961,51769
1961,59161
1961,61699
1961,62201
1961,71347
1961,74615
1961,75015
1961,77337
1961,77339
1961,77340
1961,87846
1961,108903
1961,112750
1961,112751
1961,115713
1961,125531
1961,129666
1961,133711
1961,149253
1961,154273
1961,165829
1961,210091
1961,235014
1991,26884
1991,57589
1991,64096
1991,64097
1991,90269
1991,97631
1991,100231
1991,101177
1991,101305
1991,127600
1991,150598
1991,155246
1991,168232
1991,168233
1991,237210
1991,261493
2131,10845
2131,13916
2131,18074
2131,27944
2131,42720
2131,52713
2131,55448
2131,59649
2131,61699
2131,77633
2131,83296
2131,88143
2131,88144
2131,115581
2131,121384
2131,176489
2131,186422
2138,14989
2138,75894
2138,113851
2138,118135
2243,30445
2387,19300
2387,63299
2387,65182
2387,134953
2387,149288
2387,149310
2387,231839
2387,251541
2419,3399
2419,5489
2419,9531
2419,9532
2419,10175
2419,11303
2419,13804
2419,15064
2419,18779
2419,22841
2419,23209
2419,23611
2419,30660
2419,33311
2419,36255
2419,56744
2419,58662
2419,58816
2419,58817
2419,62336
2419,66434
2419,66671
2419,68300
2419,86178
2419,87118
2419,87333
2419,113874
2419,118546
2419,133138
2419,158430
2419,164092
2419,233254
2419,253940
2475,5028
2475,81700
2488,7344
2488,28215
2488,32952
2488,41537
2488,43784
2488,53062
2488,56493
2488,72133
2488,75361
2488,85941
2488,103979
2488,116360
2488,195654
2488,209954
2488,214953
2488,219452
2488,219857
2488,227877
2488,242903
2488,255491
2488,262520
2488,269018
2488,271908
2488,271909
2488,275900
2488,289806
2488,289807
2488,303482
2488,318399
2488,318400
2488,323353
2488,323354
2488,323355
2488,323356
2488,323357
2488,323358
2488,328299
2488,328300
2488,328301
2488,328302
2488,328303
2488,328304
2488,336906
2488,336908
2488,336911
2491,5028
2491,12396
2491,35534
2491,91011
2491,113342
2491,284839
2680,32116
2680,41012
2680,41013
2680,41014
2680,41953
2680,41954
2680,41955
2680,77180
2680,91930
2697,42130
2697,54112
2697,64845
2697,82524
2697,88809
2697,106420
2697,106612
2697,109958
2697,110773
2697,122835
2697,122839
2697,122841
2697,126724
2697,135685
2697,139560
2697,144118
2697,144481
2697,187941
2697,194658
2697,225589
2697,227399
2697,229350
2697,257076
2697,257077
2697,277189
2697,277413
2697,280577
2697,305934
2811,36799
2811,38838
2811,41448
2811,57139
2811,61977
2811,75913
2811,88307
2811,112660
2811,115850
2811,132408
2811,164225
2811,167878
2811,187052
2811,188115
2811,206314
2811,232511
2811,236328
2811,260040
2811,265247
2811,321968
2811,321970
2811,321971
2811,331061
2815,55046
2815,76335
2815,91552
2815,103288
2815,113726
2815,151019
2815,165881
2815,200576
2873,7528
2873,39910
2873,53858
2873,85133
2873,112379
2873,208018
2873,258423
2873,342924
2917,40461
2917,69262
2946,51220
2946,141374
2946,366488
2946,366489
2946,387425
2955,237333
2955,240269
3078,54142
3078,115252
3078,158175
3282,7702
3282,8880
3282,32181
3282,46223
3282,55517
3282,55518
3282,55541
3282,57567
3399,7742
3399,33106
3399,135897
3399,143667
3406,50056
3406,51059
3406,56445
3406,56916
3406,98054
3406,98055
3406,103461
3406,113721
3406,117049
3406,117256
3406,117257
3406,129477
3406,136040
3406,136041
3406,192650
3406,233225
3420,5767
3420,8879
3420,9151
3420,13105
3420,13970
3420,16393
3420,18519
3420,31539
3420,34295
3420,36224
3420,59200
3420,75900
3420,82743
3420,140336
3420,171428
3420,185927
3420,238372
3466,61546
3466,97241
3466,194453
3466,198226
3466,255429
3466,311294
3558,7650
3558,61545
3558,103104
3558,196556
3578,6370
3578,6567
3578,9524
3578,10544
3578,10545
3578,11762
3578,26791
3578,32223
3578,32262
3578,33839
3578,35392
3578,36469
3578,38115
3578,42986
3578,43222
3578,49467
3578,52766
3578,55448
3578,57016
3578,57030
3578,57443
3578,57571
3578,64842
3578,68819
3578,73066
3578,80974
3578,91158
3578,101821
3578,109237
3578,112935
3578,115708
3578,126308
3578,130800
3578,133129
3578,156847
3578,194943
3578,194944
3578,244734
3578,330121
3635,25415
3635,35770
3635,76759
3635,261209
3727,179886
3727,386078
3727,386079
3768,11118
3768,33839
3768,41124
3768,57842
3768,63924
3768,64600
3768,97197
3768,145693
3768,145695
3768,145805
3768,205165
3768,212165
3768,212166
3768,212167
3814,56070
3814,63622
3814,111170
3814,184960
3844,66923
3844,131360
3844,149288
3844,187912
3844,228352
3844,293604
4013,243985
4013,247911
4013,272973
4052,82524
4052,82525
4052,82549
4052,82550
4052,137301
4052,248058
4052,255426
4052,277910
4052,283028
4052,302318
4052,302319
4052,309493
4052,316098
4144,17918
4144,22212
4144,32547
4144,41311
4144,48308
4144,92973
4144,182906
4144,230104
4281,5767
4281,22184
4281,22551
4281,25333
4281,63268
4281,73268
4281,74471
4281,80725
4389,30260
4389,164525
4389,164526
4393,44058
4393,50540
4393,76832
4393,86532
4393,92457
4393,98878
4393,108252
4393,112870
4393,113583
4393,114233
4393,114234
4393,114235
4393,114634
4393,124590
4393,137533
4393,147898
4393,163810
4393,185892
4393,233723
4393,233724
4697,41249
4697,42305
4697,79680
4697,82315
4697,83226
4697,83227
4706,228192
4706,273699
4706,273700
4706,273701
4706,273702
4706,273703
4721,28620
4721,119637
4721,123083
4799,7742
4799,8072
4799,10601
4799,11034
4799,13830
4799,14722
4799,15064
4799,18779
4799,20186
4799,24196
4799,26677
4799,27227
4799,30002
4799,33789
4799,38592
4799,39986
4799,50828
4799,57189
4799,58598
4799,58819
4799,60148
4799,61629
4799,62601
4799,64299
4799,66369
4799,67706
4799,70538
4799,71536
4799,72538
4799,73156
4799,73385
4799,74244
4799,74795
4799,76472
4799,83934
4799,85133
4799,94470
4799,96874
4799,98066
4799,98543
4799,98618
4799,98664
4799,112664
4799,115310
4799,115497
4799,115500
4799,115501
4799,119790
4799,119930
4799,122184
4799,122686
4799,123410
4799,124399
4799,124644
4799,128832
4799,131186
4799,134865
4799,136908
4799,142897
4799,142907
4799,143178
4799,147268
4799,149464
4799,161320
4799,169099
4799,170809
4799,170810
4799,172035
4799,173066
4799,175636
4799,176820
4799,178282
4799,182083
4799,182084
4799,182164
4799,184810
4799,186566
4799,191306
4799,193947
4799,196205
4799,196944
4799,199894
4799,202659
4799,202842
4799,213519
4799,214875
4799,225453
4799,225754
4799,226488
4799,227791
4799,227792
4799,229987
4799,233041
4799,234478
4799,235724
4799,244734
4799,252450
4799,254168
4799,257583
4799,257927
4799,264000
4799,272017
4799,275493
4799,280744
4799,280944
4799,281792
4799,283494
4799,315383
4799,330260
4799,336294
4799,351767
4799,400688
4799,405397
4818,15533
4818,16408
4818,28895
4818,44417
4818,57639
4818,71123
4818,72176
4818,74224
4818,74225
