15,349
15,455
15,617
15,730
15,811
15,958
15,4386
15,5825
15,6660
15,6690
15,6705
15,6711
15,27456
72,195
72,404
72,727
72,731
72,773
72,811
72,866
72,890
72,1024
72,1125
72,1922
72,1923
72,1934
72,1936
72,1938
72,1945
72,1954
72,1957
72,1958
72,1959
72,1970
72,1993
72,1999
72,2050
72,2057
72,2063
72,2072
72,2108
72,2117
72,2119
72,2123
72,2845
72,3428
72,3686
72,5341
72,5550
72,5832
72,6001
72,6226
72,8269
72,9110
72,9735
72,10224
72,10763
72,11192
72,11274
72,12395
72,13040
72,15874
72,19012
72,20328
72,20593
72,20721
72,21183
72,21214
72,21661
72,22728
72,22989
72,22999
72,23140
72,23250
72,23804
72,24132
72,24709
72,25796
72,26331
72,27494
72,28245
72,31340
72,36411
72,44005
72,44938
72,44989
72,47644
72,47654
72,47706
72,48604
72,53188
72,57530
72,59590
72,61005
72,62273
72,62383
72,62745
72,63171
72,63613
72,63890
72,73721
72,74479
72,84747
72,88014
72,88687
72,89155
72,90204
72,91347
72,94815
72,95375
72,100496
72,101232
72,125129
72,126460
72,130971
72,142110
72,143332
72,154584
72,154645
72,166657
72,166978
72,167733
72,167772
72,167782
72,167793
72,171485
72,175451
72,176008
72,179653
72,179905
72,182281
72,186459
72,206868
72,206904
72,209992
72,213762
72,216747
72,219867
72,224411
72,224561
72,235821
72,247111
72,247124
72,248951
72,253699
72,290418
72,291377
72,304390
72,319813
72,322331
72,335386
72,340318
72,391488
72,402342
72,464664
72,514728
72,525314
72,556462
72,571735
72,591038
154,276
154,291
154,404
154,470
154,617
154,730
154,773
154,890
154,1125
154,1169
154,1191
154,2198
154,2775
154,4008
154,5694
154,5926
154,6463
154,7879
154,11804
154,11810
154,11811
154,11824
154,11825
154,11849
154,11850
154,11852
154,11853
154,11860
154,11867
154,11872
154,11878
154,11880
154,11881
154,11883
154,11885
154,11897
154,11899
154,11900
154,11903
154,11905
154,11909
154,11910
154,11917
154,11929
154,11932
154,11933
154,11945
154,11949
154,19989
154,21066
154,656197
195,242
195,276
195,311
195,404
195,455
195,517
195,528
195,617
195,730
195,866
195,881
195,1180
195,1191
195,2845
195,3406
195,6495
195,11949
195,20721
195,21931
195,28935
195,28944
195,28968
242,276
242,890
242,1999
242,3220
242,6759
242,7142
242,8170
242,17791
242,20593
242,27416
255,404
255,811
255,823
255,1180
255,1959
255,27977
276,306
276,404
276,455
276,517
276,811
276,866
276,1191
276,1249
276,1529
276,2057
276,2486
276,2845
276,3406
276,4194
276,4722
276,4961
276,5274
276,5768
276,6705
276,7142
276,7535
276,8178
276,8269
276,10985
276,11949
276,17379
276,17906
276,18780
276,20012
276,20342
276,20969
276,21661
276,22631
276,22636
276,22644
276,22678
276,22694
276,22748
276,22774
276,22785
276,22823
276,22857
276,22901
276,22928
276,22964
276,22968
276,22988
276,23092
276,23098
276,23108
276,23129
276,23136
276,23190
276,23196
276,23232
276,23271
276,23283
276,24092
276,25856
276,28033
276,35310
276,35333
276,35350
276,35371
276,35394
276,35418
276,35430
276,35443
276,35445
276,35464
276,35496
276,35533
276,35546
276,35563
276,35566
276,35576
276,35589
276,35599
276,35615
